purchase_id,medicine_id,shop_id,supplier_name,purchase_date,quantity,cost_price
PUR6779,MED2823,SHOP3138,ABC Suppliers,2025-04-08,38,171
PUR6780,MED2983,SHOP3068,ABC Suppliers,2020-11-08,56,142
PUR6781,MED2019,SHOP3144,MedLink,2025-08-01,68,184
PUR6782,MED2894,SHOP3058,ABC Suppliers,2020-10-07,61,202
PUR6783,MED2315,SHOP3004,HealthCorp,2021-05-03,38,217
PUR6784,MED2614,SHOP3021,MedLink,2024-09-11,65,222
PUR6785,MED2278,SHOP3059,ABC Suppliers,2019-09-22,42,132
PUR6786,MED2059,SHOP3016,ABC Suppliers,2021-11-04,34,243
PUR6787,MED2629,SHOP3117,LifeLine,2021-12-24,41,130
PUR6788,MED2471,SHOP3042,MedLink,2024-05-08,28,108
PUR6789,MED2179,SHOP3063,MedLink,2023-08-23,112,164
PUR6790,MED2363,SHOP3114,MedLink,2022-01-23,56,184
PUR6791,MED2129,SHOP3027,MedLink,2019-08-02,17,142
PUR6792,MED2409,SHOP3124,LifeLine,2021-02-12,75,173
PUR6793,MED2406,SHOP3072,HealthCorp,2020-05-13,57,218
PUR6794,MED2218,SHOP3012,ABC Suppliers,2021-01-29,51,136
PUR6795,MED2226,SHOP3135,ABC Suppliers,2022-12-05,49,185
PUR6796,MED2058,SHOP3015,ABC Suppliers,2024-12-03,56,182
PUR6797,MED2886,SHOP3029,MedLink,2023-04-07,68,177
PUR6798,MED2694,SHOP3029,ABC Suppliers,2024-01-08,55,171
PUR6799,MED2230,SHOP3144,MedLink,2022-06-23,89,237
PUR6800,MED2511,SHOP3021,LifeLine,2023-04-29,24,195
PUR6801,MED2089,SHOP3128,MedLink,2023-08-20,56,203
PUR6802,MED2186,SHOP3088,LifeLine,2023-07-02,34,225
PUR6803,MED2661,SHOP3011,LifeLine,2024-06-01,38,145
PUR6804,MED2076,SHOP3120,HealthCorp,2022-05-11,26,252
PUR6805,MED2163,SHOP3105,HealthCorp,2021-07-17,45,170
PUR6806,MED2219,SHOP3086,ABC Suppliers,2019-05-05,39,211
PUR6807,MED2916,SHOP3093,LifeLine,2024-07-28,37,242
PUR6808,MED2846,SHOP3143,HealthCorp,2020-02-07,61,157
PUR6809,MED2420,SHOP3087,LifeLine,2022-08-05,47,105
PUR6810,MED2729,SHOP3144,MedLink,2024-11-27,20,149
PUR6811,MED2523,SHOP3027,ABC Suppliers,2024-03-24,50,206
PUR6812,MED2233,SHOP3093,MedLink,2020-10-29,72,212
PUR6813,MED2556,SHOP3138,HealthCorp,2021-01-14,48,271
PUR6814,MED2666,SHOP3125,HealthCorp,2023-01-13,100,161
PUR6815,MED2640,SHOP3076,ABC Suppliers,2025-08-14,66,196
PUR6816,MED2764,SHOP3071,MedLink,2019-11-16,87,142
PUR6817,MED2295,SHOP3140,HealthCorp,2020-03-31,78,249
PUR6818,MED2398,SHOP3142,HealthCorp,2023-05-21,51,157
PUR6819,MED2994,SHOP3036,HealthCorp,2019-11-13,3,246
PUR6820,MED2305,SHOP3084,ABC Suppliers,2024-09-18,92,67
PUR6821,MED2068,SHOP3001,HealthCorp,2020-08-25,70,165
PUR6822,MED2151,SHOP3063,MedLink,2022-08-27,27,279
PUR6823,MED2305,SHOP3082,HealthCorp,2019-01-25,61,181
PUR6824,MED2044,SHOP3058,MedLink,2023-12-11,65,182
PUR6825,MED2049,SHOP3035,HealthCorp,2020-02-24,36,189
PUR6826,MED2953,SHOP3024,ABC Suppliers,2022-11-08,80,173
PUR6827,MED2828,SHOP3021,ABC Suppliers,2025-05-16,65,200
PUR6828,MED2192,SHOP3039,HealthCorp,2022-06-10,37,218
PUR6829,MED2168,SHOP3133,MedLink,2020-11-22,39,190
PUR6830,MED2835,SHOP3083,MedLink,2023-01-26,56,200
PUR6831,MED2528,SHOP3117,HealthCorp,2025-05-30,43,122
PUR6832,MED2726,SHOP3045,MedLink,2022-09-04,55,300
PUR6833,MED2744,SHOP3099,ABC Suppliers,2019-09-20,54,312
PUR6834,MED2860,SHOP3008,MedLink,2020-03-26,45,163
PUR6835,MED2872,SHOP3142,HealthCorp,2024-09-14,54,189
PUR6836,MED2197,SHOP3077,LifeLine,2023-11-07,56,206
PUR6837,MED2808,SHOP3060,HealthCorp,2024-10-07,55,106
PUR6838,MED2832,SHOP3047,HealthCorp,2021-03-25,49,263
PUR6839,MED2534,SHOP3096,HealthCorp,2023-05-07,41,207
PUR6840,MED2345,SHOP3026,MedLink,2020-05-19,39,202
PUR6841,MED2939,SHOP3102,ABC Suppliers,2019-01-13,89,219
PUR6842,MED2185,SHOP3005,HealthCorp,2024-07-29,102,263
PUR6843,MED2946,SHOP3029,ABC Suppliers,2023-03-14,52,241
PUR6844,MED2156,SHOP3140,LifeLine,2024-06-05,74,174
PUR6845,MED2611,SHOP3095,HealthCorp,2024-01-14,76,257
PUR6846,MED2604,SHOP3064,HealthCorp,2023-07-17,2,126
PUR6847,MED2339,SHOP3141,MedLink,2025-01-07,46,219
PUR6848,MED2129,SHOP3131,ABC Suppliers,2020-05-21,55,172
PUR6849,MED2180,SHOP3092,MedLink,2024-08-18,60,163
PUR6850,MED2364,SHOP3113,LifeLine,2019-01-11,37,272
PUR6851,MED2874,SHOP3095,MedLink,2024-03-08,72,157
PUR6852,MED2009,SHOP3002,ABC Suppliers,2019-08-13,41,263
PUR6853,MED2313,SHOP3005,LifeLine,2021-09-03,77,118
PUR6854,MED2290,SHOP3058,LifeLine,2020-01-22,22,247
PUR6855,MED2539,SHOP3145,MedLink,2023-06-23,54,222
PUR6856,MED2318,SHOP3046,HealthCorp,2020-02-17,56,151
PUR6857,MED2868,SHOP3127,MedLink,2023-06-11,33,171
PUR6858,MED2144,SHOP3013,LifeLine,2019-08-25,28,187
PUR6859,MED2080,SHOP3012,LifeLine,2021-05-22,42,192
PUR6860,MED2647,SHOP3110,ABC Suppliers,2022-10-22,39,289
PUR6861,MED2324,SHOP3027,MedLink,2023-09-08,41,181
PUR6862,MED2835,SHOP3121,LifeLine,2024-06-01,24,230
PUR6863,MED2841,SHOP3148,ABC Suppliers,2024-01-19,44,224
PUR6864,MED2111,SHOP3128,ABC Suppliers,2025-07-24,33,234
PUR6865,MED2226,SHOP3021,HealthCorp,2022-01-20,28,151
PUR6866,MED2973,SHOP3131,MedLink,2023-10-01,87,126
PUR6867,MED2325,SHOP3084,MedLink,2019-08-05,59,233
PUR6868,MED2342,SHOP3018,MedLink,2024-03-11,42,243
PUR6869,MED2045,SHOP3126,LifeLine,2020-01-10,42,163
PUR6870,MED2633,SHOP3119,MedLink,2019-03-12,69,229
PUR6871,MED2332,SHOP3137,ABC Suppliers,2020-10-06,44,223
PUR6872,MED2870,SHOP3130,MedLink,2021-08-06,48,247
PUR6873,MED2101,SHOP3121,MedLink,2022-08-30,73,257
PUR6874,MED2980,SHOP3119,MedLink,2019-03-06,35,270
PUR6875,MED2359,SHOP3031,ABC Suppliers,2019-12-31,61,139
PUR6876,MED2898,SHOP3140,HealthCorp,2022-12-25,46,247
PUR6877,MED2032,SHOP3049,LifeLine,2019-12-17,10,205
PUR6878,MED2398,SHOP3087,HealthCorp,2022-01-11,61,165
PUR6879,MED2180,SHOP3117,MedLink,2023-08-26,55,238
PUR6880,MED2183,SHOP3041,MedLink,2022-05-03,27,163
PUR6881,MED2848,SHOP3066,HealthCorp,2020-04-29,25,149
PUR6882,MED2108,SHOP3018,LifeLine,2024-11-22,70,249
PUR6883,MED2958,SHOP3085,HealthCorp,2025-05-24,89,205
PUR6884,MED2446,SHOP3144,ABC Suppliers,2020-02-26,68,197
PUR6885,MED2907,SHOP3052,LifeLine,2019-10-03,25,212
PUR6886,MED2611,SHOP3067,LifeLine,2020-09-11,26,192
PUR6887,MED2026,SHOP3068,LifeLine,2021-02-20,53,216
PUR6888,MED2457,SHOP3033,LifeLine,2023-06-26,29,199
PUR6889,MED2388,SHOP3080,HealthCorp,2022-02-16,86,233
PUR6890,MED2654,SHOP3128,ABC Suppliers,2021-01-08,39,196
PUR6891,MED2345,SHOP3112,ABC Suppliers,2022-09-06,52,129
PUR6892,MED2509,SHOP3065,LifeLine,2021-08-31,51,235
PUR6893,MED2478,SHOP3097,HealthCorp,2022-10-10,111,246
PUR6894,MED2996,SHOP3022,HealthCorp,2025-02-02,56,233
PUR6895,MED2277,SHOP3068,MedLink,2021-01-18,40,161
PUR6896,MED2153,SHOP3125,ABC Suppliers,2023-01-28,78,166
PUR6897,MED2305,SHOP3077,MedLink,2022-04-30,37,79
PUR6898,MED2736,SHOP3073,LifeLine,2025-02-15,44,220
PUR6899,MED2853,SHOP3078,ABC Suppliers,2023-09-22,67,228
PUR6900,MED2732,SHOP3105,HealthCorp,2024-10-29,35,183
PUR6901,MED2112,SHOP3108,ABC Suppliers,2021-11-28,38,227
PUR6902,MED2100,SHOP3027,LifeLine,2023-03-05,33,200
PUR6903,MED2873,SHOP3056,MedLink,2022-10-14,38,183
PUR6904,MED2768,SHOP3017,MedLink,2020-09-25,60,228
PUR6905,MED2935,SHOP3147,LifeLine,2021-06-30,70,180
PUR6906,MED2411,SHOP3076,HealthCorp,2022-07-03,44,211
PUR6907,MED2072,SHOP3040,LifeLine,2025-06-27,54,208
PUR6908,MED2769,SHOP3131,ABC Suppliers,2025-03-19,31,126
PUR6909,MED2874,SHOP3042,ABC Suppliers,2025-06-08,39,142
PUR6910,MED2508,SHOP3070,MedLink,2023-08-28,42,239
PUR6911,MED2218,SHOP3103,LifeLine,2019-11-01,37,124
PUR6912,MED2753,SHOP3062,ABC Suppliers,2023-03-13,78,167
PUR6913,MED2388,SHOP3021,ABC Suppliers,2021-03-27,37,186
PUR6914,MED2907,SHOP3102,MedLink,2025-03-14,41,57
PUR6915,MED2944,SHOP3041,HealthCorp,2020-07-23,55,213
PUR6916,MED2399,SHOP3063,MedLink,2023-01-30,60,207
PUR6917,MED2096,SHOP3077,LifeLine,2021-08-04,40,250
PUR6918,MED2140,SHOP3004,HealthCorp,2025-01-21,31,110
PUR6919,MED2232,SHOP3049,HealthCorp,2025-04-25,94,168
PUR6920,MED2269,SHOP3000,MedLink,2020-04-06,43,145
PUR6921,MED2987,SHOP3080,LifeLine,2023-05-06,47,148
PUR6922,MED2807,SHOP3083,HealthCorp,2020-12-07,37,160
PUR6923,MED2547,SHOP3034,HealthCorp,2024-12-20,52,256
PUR6924,MED2032,SHOP3096,LifeLine,2020-01-27,60,161
PUR6925,MED2217,SHOP3009,MedLink,2023-12-27,48,230
PUR6926,MED2793,SHOP3076,ABC Suppliers,2022-06-25,63,159
PUR6927,MED2545,SHOP3113,LifeLine,2021-09-05,51,248
PUR6928,MED2540,SHOP3011,LifeLine,2024-05-29,53,172
PUR6929,MED2598,SHOP3029,MedLink,2023-11-07,25,192
PUR6930,MED2650,SHOP3011,MedLink,2019-04-02,17,128
PUR6931,MED2071,SHOP3149,MedLink,2022-04-11,96,189
PUR6932,MED2837,SHOP3049,HealthCorp,2020-07-15,76,242
PUR6933,MED2845,SHOP3147,HealthCorp,2025-08-23,21,178
PUR6934,MED2368,SHOP3011,ABC Suppliers,2020-09-17,46,274
PUR6935,MED2278,SHOP3082,LifeLine,2024-03-04,32,174
PUR6936,MED2803,SHOP3099,LifeLine,2022-12-04,60,160
PUR6937,MED2793,SHOP3083,LifeLine,2020-04-13,16,244
PUR6938,MED2155,SHOP3119,ABC Suppliers,2019-02-27,65,185
PUR6939,MED2758,SHOP3064,ABC Suppliers,2024-06-27,61,188
PUR6940,MED2473,SHOP3011,ABC Suppliers,2023-02-28,44,247
PUR6941,MED2436,SHOP3122,HealthCorp,2020-04-03,69,220
PUR6942,MED2898,SHOP3116,LifeLine,2023-06-09,34,256
PUR6943,MED2525,SHOP3082,MedLink,2021-01-05,71,192
PUR6944,MED2171,SHOP3092,ABC Suppliers,2020-08-07,70,161
PUR6945,MED2879,SHOP3042,LifeLine,2022-03-18,34,185
PUR6946,MED2205,SHOP3116,ABC Suppliers,2024-02-02,41,238
PUR6947,MED2113,SHOP3062,ABC Suppliers,2019-06-23,45,180
PUR6948,MED2394,SHOP3012,ABC Suppliers,2019-07-03,58,202
PUR6949,MED2333,SHOP3034,MedLink,2024-05-20,57,159
PUR6950,MED2712,SHOP3129,LifeLine,2021-12-19,96,177
PUR6951,MED2954,SHOP3085,LifeLine,2024-10-01,52,166
PUR6952,MED2203,SHOP3033,MedLink,2020-07-04,76,168
PUR6953,MED2791,SHOP3082,MedLink,2022-04-20,17,62
PUR6954,MED2264,SHOP3135,LifeLine,2021-12-30,34,187
PUR6955,MED2390,SHOP3089,MedLink,2025-02-08,73,173
PUR6956,MED2461,SHOP3036,MedLink,2025-08-17,52,236
PUR6957,MED2216,SHOP3031,LifeLine,2020-02-28,49,163
PUR6958,MED2494,SHOP3053,LifeLine,2022-05-04,52,169
PUR6959,MED2119,SHOP3087,LifeLine,2022-07-19,69,146
PUR6960,MED2842,SHOP3046,MedLink,2021-09-30,29,159
PUR6961,MED2914,SHOP3118,LifeLine,2020-06-12,51,233
PUR6962,MED2109,SHOP3040,MedLink,2024-08-24,60,183
PUR6963,MED2017,SHOP3030,MedLink,2023-12-16,53,170
PUR6964,MED2323,SHOP3113,LifeLine,2020-06-03,29,164
PUR6965,MED2411,SHOP3067,MedLink,2025-01-23,28,202
PUR6966,MED2021,SHOP3071,HealthCorp,2020-07-02,20,260
PUR6967,MED2891,SHOP3037,ABC Suppliers,2024-05-29,88,306
PUR6968,MED2828,SHOP3132,ABC Suppliers,2024-02-29,54,136
PUR6969,MED2514,SHOP3128,LifeLine,2020-04-24,54,167
PUR6970,MED2516,SHOP3138,ABC Suppliers,2019-08-15,27,201
PUR6971,MED2676,SHOP3085,LifeLine,2024-05-27,77,159
PUR6972,MED2181,SHOP3133,LifeLine,2019-03-14,83,157
PUR6973,MED2330,SHOP3017,HealthCorp,2019-04-01,45,222
PUR6974,MED2429,SHOP3056,LifeLine,2025-03-08,50,222
PUR6975,MED2429,SHOP3010,LifeLine,2025-06-18,46,213
PUR6976,MED2809,SHOP3062,ABC Suppliers,2023-07-22,30,234
PUR6977,MED2360,SHOP3134,LifeLine,2020-11-24,65,205
PUR6978,MED2126,SHOP3137,HealthCorp,2022-07-04,55,162
PUR6979,MED2695,SHOP3036,MedLink,2023-06-17,41,321
PUR6980,MED2994,SHOP3118,MedLink,2020-09-01,76,150
PUR6981,MED2191,SHOP3033,ABC Suppliers,2022-09-15,54,155
PUR6982,MED2165,SHOP3080,ABC Suppliers,2021-12-15,7,255
PUR6983,MED2443,SHOP3100,MedLink,2023-11-09,25,225
PUR6984,MED2207,SHOP3003,MedLink,2019-05-16,31,206
PUR6985,MED2008,SHOP3042,ABC Suppliers,2020-11-14,42,252
PUR6986,MED2527,SHOP3098,HealthCorp,2022-06-18,57,180
PUR6987,MED2059,SHOP3014,HealthCorp,2021-08-23,47,270
PUR6988,MED2082,SHOP3020,MedLink,2020-06-25,94,233
PUR6989,MED2430,SHOP3125,ABC Suppliers,2024-01-03,45,194
PUR6990,MED2086,SHOP3090,LifeLine,2024-03-11,56,183
PUR6991,MED2954,SHOP3081,HealthCorp,2022-05-20,57,167
PUR6992,MED2660,SHOP3003,LifeLine,2021-03-17,90,203
PUR6993,MED2446,SHOP3013,HealthCorp,2025-01-08,11,227
PUR6994,MED2977,SHOP3123,ABC Suppliers,2022-10-13,55,290
PUR6995,MED2670,SHOP3011,LifeLine,2024-05-20,61,207
PUR6996,MED2498,SHOP3093,ABC Suppliers,2020-07-05,43,192
PUR6997,MED2835,SHOP3133,HealthCorp,2022-07-14,92,174
PUR6998,MED2991,SHOP3144,ABC Suppliers,2023-12-23,45,129
PUR6999,MED2378,SHOP3000,HealthCorp,2021-11-24,95,278
PUR7000,MED2651,SHOP3007,LifeLine,2022-03-14,49,93
PUR7001,MED2059,SHOP3070,MedLink,2024-07-05,70,279
PUR7002,MED2086,SHOP3054,LifeLine,2021-02-01,68,191
PUR7003,MED2965,SHOP3004,MedLink,2023-01-20,58,210
PUR7004,MED2659,SHOP3009,LifeLine,2025-02-08,67,293
PUR7005,MED2981,SHOP3017,HealthCorp,2022-06-28,48,152
PUR7006,MED2231,SHOP3097,ABC Suppliers,2021-08-27,48,157
PUR7007,MED2563,SHOP3018,MedLink,2020-05-11,76,221
PUR7008,MED2294,SHOP3083,ABC Suppliers,2023-03-12,28,232
PUR7009,MED2791,SHOP3082,LifeLine,2024-02-20,46,194
PUR7010,MED2593,SHOP3133,MedLink,2021-04-27,41,263
PUR7011,MED2121,SHOP3018,ABC Suppliers,2023-12-29,59,162
PUR7012,MED2518,SHOP3064,ABC Suppliers,2019-10-19,60,242
PUR7013,MED2377,SHOP3071,MedLink,2019-07-02,39,206
PUR7014,MED2327,SHOP3054,LifeLine,2023-03-08,50,242
PUR7015,MED2088,SHOP3055,ABC Suppliers,2024-09-21,83,157
PUR7016,MED2786,SHOP3144,ABC Suppliers,2019-03-26,42,131
PUR7017,MED2883,SHOP3001,ABC Suppliers,2023-03-25,41,249
PUR7018,MED2774,SHOP3059,ABC Suppliers,2024-02-21,53,216
PUR7019,MED2891,SHOP3069,ABC Suppliers,2019-12-15,17,104
PUR7020,MED2870,SHOP3023,ABC Suppliers,2020-12-13,82,122
PUR7021,MED2289,SHOP3137,MedLink,2021-10-05,49,121
PUR7022,MED2787,SHOP3015,ABC Suppliers,2022-05-27,40,226
PUR7023,MED2189,SHOP3082,LifeLine,2024-12-25,18,240
PUR7024,MED2331,SHOP3077,LifeLine,2021-02-19,81,262
PUR7025,MED2501,SHOP3015,MedLink,2019-02-15,65,138
PUR7026,MED2515,SHOP3076,ABC Suppliers,2020-05-24,51,231
PUR7027,MED2914,SHOP3116,HealthCorp,2019-05-11,41,262
PUR7028,MED2985,SHOP3148,ABC Suppliers,2021-02-13,24,158
PUR7029,MED2863,SHOP3121,HealthCorp,2024-01-20,43,202
PUR7030,MED2003,SHOP3036,MedLink,2023-10-20,37,251
PUR7031,MED2203,SHOP3033,LifeLine,2020-04-05,78,101
PUR7032,MED2670,SHOP3146,MedLink,2022-10-10,40,219
PUR7033,MED2010,SHOP3076,LifeLine,2022-05-04,37,179
PUR7034,MED2630,SHOP3042,LifeLine,2024-02-23,30,309
PUR7035,MED2649,SHOP3076,ABC Suppliers,2024-02-26,58,175
PUR7036,MED2042,SHOP3005,HealthCorp,2024-04-06,19,159
PUR7037,MED2301,SHOP3094,HealthCorp,2022-01-17,49,181
PUR7038,MED2856,SHOP3102,LifeLine,2020-03-06,44,283
PUR7039,MED2459,SHOP3098,MedLink,2021-12-18,36,221
PUR7040,MED2914,SHOP3100,MedLink,2023-02-04,31,180
PUR7041,MED2268,SHOP3106,LifeLine,2019-09-15,26,276
PUR7042,MED2014,SHOP3031,ABC Suppliers,2023-06-28,39,253
PUR7043,MED2612,SHOP3051,MedLink,2019-12-22,72,157
PUR7044,MED2391,SHOP3115,ABC Suppliers,2022-10-18,72,156
PUR7045,MED2188,SHOP3033,ABC Suppliers,2024-02-21,39,118
PUR7046,MED2967,SHOP3103,HealthCorp,2023-02-20,80,199
PUR7047,MED2240,SHOP3025,ABC Suppliers,2021-11-04,34,144
PUR7048,MED2813,SHOP3038,LifeLine,2024-01-26,94,192
PUR7049,MED2111,SHOP3097,MedLink,2020-10-30,35,228
PUR7050,MED2529,SHOP3006,LifeLine,2020-04-11,49,191
PUR7051,MED2956,SHOP3061,HealthCorp,2021-05-31,51,228
PUR7052,MED2524,SHOP3072,MedLink,2019-08-01,58,101
PUR7053,MED2057,SHOP3132,LifeLine,2019-08-08,50,166
PUR7054,MED2790,SHOP3130,HealthCorp,2024-01-08,39,167
PUR7055,MED2675,SHOP3074,ABC Suppliers,2023-06-26,74,203
PUR7056,MED2287,SHOP3002,MedLink,2020-02-16,61,238
PUR7057,MED2277,SHOP3093,LifeLine,2019-04-02,71,228
PUR7058,MED2947,SHOP3073,ABC Suppliers,2025-02-14,55,199
PUR7059,MED2473,SHOP3001,ABC Suppliers,2024-05-31,40,198
PUR7060,MED2741,SHOP3139,LifeLine,2019-05-19,10,116
PUR7061,MED2657,SHOP3135,LifeLine,2024-02-22,30,105
PUR7062,MED2248,SHOP3106,ABC Suppliers,2021-10-09,45,283
PUR7063,MED2750,SHOP3128,HealthCorp,2020-02-11,58,179
PUR7064,MED2377,SHOP3094,MedLink,2023-04-06,45,211
PUR7065,MED2471,SHOP3058,HealthCorp,2024-06-08,67,168
PUR7066,MED2988,SHOP3090,MedLink,2023-12-14,34,203
PUR7067,MED2642,SHOP3130,LifeLine,2020-03-31,50,220
PUR7068,MED2394,SHOP3014,MedLink,2020-03-25,67,148
PUR7069,MED2524,SHOP3008,LifeLine,2022-06-15,76,214
PUR7070,MED2744,SHOP3057,LifeLine,2025-08-30,54,176
PUR7071,MED2043,SHOP3146,MedLink,2022-10-13,30,228
PUR7072,MED2071,SHOP3053,LifeLine,2023-07-13,54,149
PUR7073,MED2012,SHOP3053,ABC Suppliers,2023-12-25,48,206
PUR7074,MED2761,SHOP3148,HealthCorp,2025-04-16,23,154
PUR7075,MED2527,SHOP3126,MedLink,2019-04-26,40,231
PUR7076,MED2438,SHOP3104,MedLink,2025-02-02,40,189
PUR7077,MED2932,SHOP3013,ABC Suppliers,2020-09-30,81,168
PUR7078,MED2918,SHOP3111,LifeLine,2021-01-19,58,226
PUR7079,MED2171,SHOP3051,HealthCorp,2024-04-27,57,212
PUR7080,MED2753,SHOP3115,LifeLine,2020-10-12,89,156
PUR7081,MED2831,SHOP3002,ABC Suppliers,2024-12-16,71,189
PUR7082,MED2276,SHOP3115,HealthCorp,2021-04-15,41,222
PUR7083,MED2481,SHOP3025,LifeLine,2023-04-15,42,205
PUR7084,MED2923,SHOP3035,ABC Suppliers,2023-10-19,45,309
PUR7085,MED2497,SHOP3119,HealthCorp,2022-03-27,22,280
PUR7086,MED2565,SHOP3037,MedLink,2019-10-01,75,194
PUR7087,MED2700,SHOP3015,LifeLine,2022-06-29,58,224
PUR7088,MED2093,SHOP3130,HealthCorp,2022-05-19,68,257
PUR7089,MED2673,SHOP3020,LifeLine,2021-06-24,51,199
PUR7090,MED2729,SHOP3041,MedLink,2025-06-30,24,216
PUR7091,MED2045,SHOP3138,MedLink,2020-12-25,32,245
PUR7092,MED2729,SHOP3128,LifeLine,2019-09-27,60,259
PUR7093,MED2051,SHOP3080,MedLink,2019-07-05,73,149
PUR7094,MED2992,SHOP3031,LifeLine,2025-06-10,75,282
PUR7095,MED2357,SHOP3050,ABC Suppliers,2019-05-09,33,128
PUR7096,MED2739,SHOP3041,HealthCorp,2019-12-06,47,239
PUR7097,MED2717,SHOP3014,ABC Suppliers,2023-11-13,56,203
PUR7098,MED2483,SHOP3021,ABC Suppliers,2022-03-27,52,155
PUR7099,MED2364,SHOP3057,HealthCorp,2021-04-23,80,243
PUR7100,MED2552,SHOP3011,LifeLine,2023-01-09,89,170
PUR7101,MED2171,SHOP3069,LifeLine,2020-03-22,72,169
PUR7102,MED2160,SHOP3146,HealthCorp,2019-11-13,43,214
PUR7103,MED2070,SHOP3015,HealthCorp,2022-05-06,50,181
PUR7104,MED2002,SHOP3133,LifeLine,2019-12-14,22,132
PUR7105,MED2197,SHOP3091,LifeLine,2020-03-08,7,88
PUR7106,MED2892,SHOP3149,LifeLine,2021-03-16,49,206
PUR7107,MED2020,SHOP3113,LifeLine,2025-07-26,50,241
PUR7108,MED2011,SHOP3089,HealthCorp,2021-03-08,84,192
PUR7109,MED2743,SHOP3051,MedLink,2022-10-24,32,222
PUR7110,MED2134,SHOP3009,LifeLine,2019-09-01,74,99
PUR7111,MED2721,SHOP3061,MedLink,2022-10-02,18,181
PUR7112,MED2002,SHOP3030,ABC Suppliers,2021-07-28,19,201
PUR7113,MED2595,SHOP3085,ABC Suppliers,2019-01-07,41,181
PUR7114,MED2212,SHOP3062,MedLink,2022-07-24,55,178
PUR7115,MED2005,SHOP3137,LifeLine,2022-09-27,7,208
PUR7116,MED2794,SHOP3095,MedLink,2024-07-10,8,346
PUR7117,MED2232,SHOP3106,ABC Suppliers,2025-01-22,33,204
PUR7118,MED2151,SHOP3049,HealthCorp,2020-11-13,53,170
PUR7119,MED2160,SHOP3144,LifeLine,2024-01-12,-2,223
PUR7120,MED2773,SHOP3016,MedLink,2023-05-01,35,225
PUR7121,MED2075,SHOP3130,MedLink,2022-04-23,80,236
PUR7122,MED2969,SHOP3067,HealthCorp,2023-10-20,64,128
PUR7123,MED2274,SHOP3021,HealthCorp,2022-07-16,75,128
PUR7124,MED2104,SHOP3052,LifeLine,2020-06-23,5,227
PUR7125,MED2561,SHOP3106,ABC Suppliers,2021-05-04,81,233
PUR7126,MED2921,SHOP3020,ABC Suppliers,2022-11-20,65,102
PUR7127,MED2362,SHOP3018,LifeLine,2021-07-16,45,192
PUR7128,MED2438,SHOP3092,MedLink,2023-04-02,50,217
PUR7129,MED2340,SHOP3073,ABC Suppliers,2021-05-03,0,135
PUR7130,MED2474,SHOP3007,LifeLine,2025-05-01,14,246
PUR7131,MED2731,SHOP3055,ABC Suppliers,2021-10-22,46,193
PUR7132,MED2236,SHOP3128,LifeLine,2022-08-22,40,194
PUR7133,MED2606,SHOP3066,LifeLine,2024-04-26,41,196
PUR7134,MED2894,SHOP3130,ABC Suppliers,2024-11-11,78,242
PUR7135,MED2846,SHOP3023,ABC Suppliers,2023-05-26,33,289
PUR7136,MED2278,SHOP3074,ABC Suppliers,2025-01-16,23,192
PUR7137,MED2231,SHOP3083,ABC Suppliers,2021-05-20,93,218
PUR7138,MED2444,SHOP3066,MedLink,2025-05-15,49,277
PUR7139,MED2401,SHOP3100,HealthCorp,2025-01-19,34,175
PUR7140,MED2869,SHOP3145,ABC Suppliers,2021-10-23,29,216
PUR7141,MED2420,SHOP3027,ABC Suppliers,2021-03-12,18,218
PUR7142,MED2686,SHOP3046,MedLink,2025-04-05,78,172
PUR7143,MED2085,SHOP3109,ABC Suppliers,2023-08-24,9,146
PUR7144,MED2855,SHOP3059,ABC Suppliers,2021-03-10,23,241
PUR7145,MED2956,SHOP3093,ABC Suppliers,2020-05-13,20,153
PUR7146,MED2369,SHOP3093,LifeLine,2023-12-09,53,163
PUR7147,MED2219,SHOP3139,LifeLine,2020-11-03,24,179
PUR7148,MED2421,SHOP3054,ABC Suppliers,2021-03-05,84,177
PUR7149,MED2649,SHOP3031,MedLink,2024-09-04,62,151
PUR7150,MED2863,SHOP3072,LifeLine,2025-03-04,32,309
PUR7151,MED2632,SHOP3134,LifeLine,2021-11-18,23,108
PUR7152,MED2215,SHOP3024,HealthCorp,2019-02-13,46,237
PUR7153,MED2689,SHOP3106,ABC Suppliers,2023-01-31,6,190
PUR7154,MED2602,SHOP3141,ABC Suppliers,2021-07-23,28,276
PUR7155,MED2867,SHOP3057,LifeLine,2019-11-20,47,251
PUR7156,MED2756,SHOP3074,LifeLine,2021-01-10,32,223
PUR7157,MED2429,SHOP3068,MedLink,2024-01-16,42,303
PUR7158,MED2999,SHOP3028,ABC Suppliers,2019-11-07,4,249
PUR7159,MED2727,SHOP3068,ABC Suppliers,2021-02-07,45,212
PUR7160,MED2630,SHOP3051,MedLink,2021-06-27,71,213
PUR7161,MED2992,SHOP3138,ABC Suppliers,2020-01-07,34,206
PUR7162,MED2668,SHOP3144,HealthCorp,2025-07-22,49,228
PUR7163,MED2577,SHOP3086,ABC Suppliers,2020-01-22,29,172
PUR7164,MED2637,SHOP3023,HealthCorp,2023-04-30,30,194
PUR7165,MED2825,SHOP3027,MedLink,2023-08-26,66,259
PUR7166,MED2287,SHOP3037,HealthCorp,2021-12-30,43,87
PUR7167,MED2059,SHOP3085,MedLink,2021-10-04,64,170
PUR7168,MED2974,SHOP3102,LifeLine,2023-05-04,-1,178
