stock_id,shop_id,medicine_id,available_units,last_updated
STK11546,SHOP3037,MED2592,20,2023-02-06
STK11547,SHOP3032,MED2819,35,2025-03-01
STK11548,SHOP3056,MED2403,21,2021-06-17
STK11549,SHOP3125,MED2434,11,2023-09-27
STK11550,SHOP3108,MED2128,29,2025-07-08
STK11551,SHOP3015,MED2441,61,2019-03-15
STK11552,SHOP3147,MED2989,40,2025-06-07
STK11553,SHOP3119,MED2509,18,2021-11-15
STK11554,SHOP3046,MED2935,3,2024-06-25
STK11555,SHOP3076,MED2111,26,2022-07-03
STK11556,SHOP3101,MED2855,,2025-04-25
STK11557,SHOP3008,MED2324,13,2020-05-17
STK11558,SHOP3067,MED2844,35,2023-03-30
STK11559,SHOP3137,MED2334,2,2025-04-24
STK11560,SHOP3136,MED2130,54,2023-08-27
STK11561,SHOP3049,MED2082,24,2020-05-17
STK11562,SHOP3087,MED2737,49,2024-06-19
STK11563,SHOP3114,MED2114,29,2022-11-01
STK11564,SHOP3034,MED2598,60,2021-04-08
STK11565,SHOP3103,MED2217,20,2022-07-26
STK11566,SHOP3070,MED2246,35,2019-12-19
STK11567,SHOP3019,MED2190,46,2024-03-29
STK11568,SHOP3096,MED2453,35,2024-08-22
STK11569,SHOP3081,MED2465,39,2022-04-01
STK11570,SHOP3125,MED2544,42,2019-06-01
STK11571,SHOP3015,MED2196,62,2021-01-25
STK11572,SHOP3059,MED2066,12,2025-04-27
STK11573,SHOP3139,MED2329,49,2023-02-24
STK11574,SHOP3108,MED2195,48,2023-03-13
STK11575,SHOP3062,MED2286,20,2019-12-04
STK11576,SHOP3008,MED2957,18,2020-01-31
STK11577,SHOP3110,MED2753,57,2019-08-10
STK11578,SHOP3006,MED2893,11,2024-06-19
STK11579,SHOP3123,MED2227,38,2019-03-08
STK11580,SHOP3086,MED2586,1,2020-02-24
STK11581,SHOP3047,MED2979,12,2021-09-07
STK11582,SHOP3037,MED2869,66,2021-11-14
STK11583,SHOP3095,MED2344,15,2019-02-21
STK11584,SHOP3026,MED2017,32,2019-03-02
STK11585,SHOP3059,MED2936,31,2024-11-19
STK11586,SHOP3025,MED2448,26,2024-11-20
STK11587,SHOP3057,MED2550,35,2023-10-17
STK11588,SHOP3064,MED2169,24,2022-04-23
STK11589,SHOP3083,MED2821,8,2023-03-18
STK11590,SHOP3047,MED2276,36,2024-03-29
STK11591,SHOP3066,MED2190,43,2023-05-31
STK11592,SHOP3022,MED2738,,2023-09-22
STK11593,SHOP3058,MED2807,58,2020-07-17
STK11594,SHOP3141,MED2389,40,2024-02-23
STK11595,SHOP3080,MED2097,7,2021-12-28
STK11596,SHOP3136,MED2981,39,2023-06-02
STK11597,SHOP3032,MED2534,30,2019-04-01
STK11598,SHOP3030,MED2847,25,2023-06-15
STK11599,SHOP3131,MED2750,19,2019-04-10
STK11600,SHOP3057,MED2024,27,2020-10-20
STK11601,SHOP3087,MED2659,16,2023-04-10
STK11602,SHOP3004,MED2001,20,2023-11-14
STK11603,SHOP3094,MED2887,22,2021-06-27
STK11604,SHOP3081,MED2430,31,2020-12-12
STK11605,SHOP3050,MED2094,37,2023-05-25
STK11606,SHOP3069,MED2057,,2020-10-25
STK11607,SHOP3029,MED2165,6,2022-10-02
STK11608,SHOP3035,MED2734,53,2020-04-19
STK11609,SHOP3125,MED2495,36,2020-10-21
STK11610,SHOP3034,MED2675,6,2024-09-05
STK11611,SHOP3090,MED2830,4,2023-12-11
STK11612,SHOP3056,MED2289,17,2025-04-24
STK11613,SHOP3075,MED2268,23,2023-01-25
STK11614,SHOP3099,MED2789,23,2019-02-01
STK11615,SHOP3069,MED2079,25,2021-05-15
STK11616,SHOP3111,MED2560,49,2021-01-05
STK11617,SHOP3144,MED2580,45,2023-04-20
STK11618,SHOP3138,MED2187,38,2022-05-27
STK11619,SHOP3055,MED2338,57,2024-08-19
STK11620,SHOP3076,MED2770,26,2021-01-04
STK11621,SHOP3125,MED2551,39,2020-01-01
STK11622,SHOP3061,MED2305,41,2020-01-02
STK11623,SHOP3074,MED2779,52,2025-05-19
STK11624,SHOP3108,MED2100,20,2024-12-08
STK11625,SHOP3072,MED2535,39,2021-12-19
STK11626,SHOP3025,MED2290,79,2019-07-03
STK11627,SHOP3024,MED2185,35,2020-06-11
STK11628,SHOP3105,MED2501,24,2019-09-05
STK11629,SHOP3117,MED2602,2,2019-03-13
STK11630,SHOP3093,MED2129,30,2022-11-12
STK11631,SHOP3004,MED2077,32,2021-08-30
STK11632,SHOP3020,MED2406,24,2022-07-15
STK11633,SHOP3106,MED2364,29,2023-02-03
STK11634,SHOP3059,MED2702,28,2022-03-17
STK11635,SHOP3028,MED2216,32,2021-01-08
STK11636,SHOP3009,MED2426,,2022-10-18
STK11637,SHOP3071,MED2640,2,2025-04-24
STK11638,SHOP3088,MED2843,30,2019-03-20
STK11639,SHOP3096,MED2549,17,2024-06-06
STK11640,SHOP3017,MED2744,41,2020-01-13
STK11641,SHOP3110,MED2430,16,2023-04-12
STK11642,SHOP3020,MED2302,42,2023-05-21
STK11643,SHOP3042,MED2209,23,2023-08-12
STK11644,SHOP3003,MED2144,26,2024-02-12
STK11645,SHOP3085,MED2171,44,2023-02-01
STK11646,SHOP3047,MED2120,18,2019-03-16
STK11647,SHOP3148,MED2362,17,2024-09-26
STK11648,SHOP3091,MED2951,26,2025-02-02
STK11649,SHOP3030,MED2886,33,2023-06-01
STK11650,SHOP3092,MED2815,37,2023-08-10
STK11651,SHOP3029,MED2197,26,2025-01-22
STK11652,SHOP3125,MED2285,24,2019-09-26
STK11653,SHOP3037,MED2665,44,2019-02-14
STK11654,SHOP3014,MED2657,7,2023-01-23
STK11655,SHOP3111,MED2051,15,2021-08-31
STK11656,SHOP3129,MED2386,44,2023-12-28
STK11657,SHOP3148,MED2931,12,2021-04-28
STK11658,SHOP3144,MED2009,22,2019-05-03
STK11659,SHOP3025,MED2651,31,2021-12-26
STK11660,SHOP3135,MED2654,40,2023-10-25
STK11661,SHOP3089,MED2496,26,2021-07-24
STK11662,SHOP3035,MED2788,9,2023-05-11
STK11663,SHOP3027,MED2485,15,2023-12-03
STK11664,SHOP3099,MED2947,20,2021-09-17
STK11665,SHOP3077,MED2617,24,2020-02-01
STK11666,SHOP3034,MED2198,19,2023-08-29
STK11667,SHOP3027,MED2307,25,2025-02-27
STK11668,SHOP3087,MED2854,0,2025-08-18
STK11669,SHOP3126,MED2238,25,2023-02-14
STK11670,SHOP3043,MED2870,55,2021-11-23
STK11671,SHOP3056,MED2882,39,2019-12-13
STK11672,SHOP3012,MED2163,42,2024-10-15
STK11673,SHOP3040,MED2254,53,2020-01-16
STK11674,SHOP3129,MED2511,33,2019-09-02
STK11675,SHOP3000,MED2841,28,2022-04-18
STK11676,SHOP3146,MED2447,21,2021-11-22
STK11677,SHOP3082,MED2102,32,2020-02-09
STK11678,SHOP3037,MED2346,25,2023-03-22
STK11679,SHOP3128,MED2001,34,2023-09-14
STK11680,SHOP3024,MED2777,55,2021-04-11
STK11681,SHOP3066,MED2832,41,2023-02-12
STK11682,SHOP3144,MED2184,24,2019-08-15
STK11683,SHOP3041,MED2569,19,2020-03-19
STK11684,SHOP3131,MED2008,20,2022-10-07
STK11685,SHOP3004,MED2802,27,2020-05-18
STK11686,SHOP3135,MED2275,46,2025-06-25
STK11687,SHOP3049,MED2073,25,2023-01-10
STK11688,SHOP3114,MED2274,21,2020-10-11
STK11689,SHOP3067,MED2627,11,2025-04-11
STK11690,SHOP3052,MED2082,20,2023-01-28
STK11691,SHOP3014,MED2540,5,2024-11-12
STK11692,SHOP3125,MED2689,1,2023-02-18
STK11693,SHOP3062,MED2709,67,2019-01-16
STK11694,SHOP3143,MED2625,23,2019-03-12
STK11695,SHOP3054,MED2588,11,2024-04-27
STK11696,SHOP3088,MED2208,5,2023-02-23
STK11697,SHOP3130,MED2140,47,2023-06-02
STK11698,SHOP3069,MED2821,20,2021-12-20
STK11699,SHOP3099,MED2542,58,2022-02-22
STK11700,SHOP3118,MED2348,39,2020-03-25
STK11701,SHOP3016,MED2745,55,2023-09-23
STK11702,SHOP3014,MED2702,53,2019-09-27
STK11703,SHOP3113,MED2222,19,2021-05-18
STK11704,SHOP3032,MED2420,29,2019-11-15
STK11705,SHOP3071,MED2830,43,2025-05-16
STK11706,SHOP3112,MED2144,21,2020-05-20
STK11707,SHOP3032,MED2448,18,2019-12-03
STK11708,SHOP3006,MED2263,5,2023-11-25
STK11709,SHOP3001,MED2263,50,2024-12-08
STK11710,SHOP3076,MED2766,52,2022-11-19
STK11711,SHOP3103,MED2414,35,2023-05-19
STK11712,SHOP3098,MED2758,53,2024-11-16
STK11713,SHOP3004,MED2461,24,2024-09-12
STK11714,SHOP3090,MED2272,29,2020-10-21
STK11715,SHOP3107,MED2832,19,2023-06-20
STK11716,SHOP3097,MED2138,27,2021-09-01
STK11717,SHOP3068,MED2397,58,2022-02-18
STK11718,SHOP3062,MED2699,17,2021-06-05
STK11719,SHOP3010,MED2953,8,2019-01-06
STK11720,SHOP3005,MED2979,55,2021-10-04
STK11721,SHOP3001,MED2053,2,2021-10-13
STK11722,SHOP3103,MED2081,13,2025-02-23
STK11723,SHOP3046,MED2676,39,2024-04-02
STK11724,SHOP3037,MED2415,42,2019-07-06
STK11725,SHOP3044,MED2370,17,2023-09-19
STK11726,SHOP3059,MED2836,49,2024-05-16
STK11727,SHOP3034,MED2358,37,2021-06-19
STK11728,SHOP3073,MED2218,32,2020-10-30
STK11729,SHOP3042,MED2088,39,2021-11-26
STK11730,SHOP3086,MED2219,41,2024-05-12
STK11731,SHOP3019,MED2375,27,2019-08-27
STK11732,SHOP3121,MED2404,36,2020-07-26
STK11733,SHOP3099,MED2925,8,2020-03-22
STK11734,SHOP3009,MED2386,25,2020-11-30
STK11735,SHOP3145,MED2523,52,2025-02-14
STK11736,SHOP3019,MED2935,20,2025-03-17
STK11737,SHOP3004,MED2726,36,2024-02-09
STK11738,SHOP3047,MED2694,27,2023-07-09
STK11739,SHOP3105,MED2018,9,2020-02-10
STK11740,SHOP3074,MED2972,49,2024-04-08
STK11741,SHOP3088,MED2494,25,2023-10-25
STK11742,SHOP3110,MED2380,20,2022-03-03
STK11743,SHOP3082,MED2502,12,2020-06-09
STK11744,SHOP3085,MED2568,12,2021-01-06
STK11745,SHOP3040,MED2360,42,2023-09-26
STK11746,SHOP3053,MED2855,34,2023-03-30
STK11747,SHOP3055,MED2373,29,2020-12-31
STK11748,SHOP3074,MED2455,30,2023-09-03
STK11749,SHOP3025,MED2605,24,2023-10-07
STK11750,SHOP3059,MED2594,32,2021-10-28
STK11751,SHOP3116,MED2358,50,2024-04-13
STK11752,SHOP3128,MED2873,23,2022-10-02
STK11753,SHOP3146,MED2373,43,2023-05-06
STK11754,SHOP3112,MED2537,25,2024-06-08
STK11755,SHOP3070,MED2128,16,2023-04-10
STK11756,SHOP3127,MED2052,26,2023-04-14
STK11757,SHOP3054,MED2960,31,2024-01-02
STK11758,SHOP3032,MED2185,,2024-06-11
STK11759,SHOP3137,MED2870,33,2024-11-09
STK11760,SHOP3136,MED2098,18,2019-03-19
STK11761,SHOP3052,MED2092,21,2022-03-01
STK11762,SHOP3121,MED2293,16,2021-08-06
STK11763,SHOP3136,MED2036,37,2022-05-06
STK11764,SHOP3036,MED2629,40,2021-02-13
STK11765,SHOP3122,MED2616,38,2025-07-25
STK11766,SHOP3089,MED2874,23,2021-09-12
STK11767,SHOP3055,MED2943,24,2024-10-18
STK11768,SHOP3054,MED2094,31,2024-07-30
STK11769,SHOP3105,MED2919,15,2023-08-29
STK11770,SHOP3123,MED2833,17,2020-03-23
STK11771,SHOP3033,MED2372,4,2019-12-19
STK11772,SHOP3048,MED2999,20,2019-08-25
STK11773,SHOP3042,MED2612,13,2019-05-13
STK11774,SHOP3035,MED2460,1,2019-05-18
STK11775,SHOP3023,MED2592,38,2023-01-15
STK11776,SHOP3053,MED2243,4,2022-06-06
STK11777,SHOP3032,MED2620,37,2024-09-26
STK11778,SHOP3042,MED2302,46,2023-01-19
STK11779,SHOP3011,MED2107,45,2022-07-09
STK11780,SHOP3120,MED2100,24,2019-12-16
STK11781,SHOP3144,MED2572,11,2025-01-16
STK11782,SHOP3057,MED2768,37,2020-06-22
STK11783,SHOP3072,MED2767,44,2019-08-26
STK11784,SHOP3082,MED2602,,2022-11-25
STK11785,SHOP3100,MED2083,47,2021-10-17
STK11786,SHOP3069,MED2120,26,2024-06-15
STK11787,SHOP3119,MED2830,50,2022-04-17
STK11788,SHOP3143,MED2488,33,2022-12-02
STK11789,SHOP3047,MED2884,29,2020-09-04
STK11790,SHOP3077,MED2934,30,2020-07-15
STK11791,SHOP3047,MED2683,,2024-07-13
STK11792,SHOP3066,MED2613,45,2022-10-07
STK11793,SHOP3058,MED2316,10,2023-10-25
STK11794,SHOP3041,MED2945,22,2022-10-19
STK11795,SHOP3101,MED2044,37,2022-04-14
STK11796,SHOP3079,MED2778,4,2021-09-11
STK11797,SHOP3071,MED2836,45,2021-11-20
STK11798,SHOP3085,MED2001,21,2020-02-18
STK11799,SHOP3120,MED2396,23,2023-10-05
STK11800,SHOP3000,MED2368,26,2023-04-05
STK11801,SHOP3052,MED2895,50,2021-03-31
STK11802,SHOP3102,MED2572,38,2023-05-19
STK11803,SHOP3028,MED2585,34,2023-06-29
STK11804,SHOP3126,MED2113,32,2020-07-14
STK11805,SHOP3019,MED2340,31,2022-04-17
STK11806,SHOP3016,MED2689,25,2023-10-14
STK11807,SHOP3046,MED2634,20,2021-06-10
STK11808,SHOP3015,MED2756,62,2022-11-30
STK11809,SHOP3021,MED2162,31,2022-08-21
STK11810,SHOP3052,MED2791,8,2019-12-05
STK11811,SHOP3116,MED2701,6,2021-07-09
STK11812,SHOP3142,MED2432,46,2024-04-15
STK11813,SHOP3011,MED2845,33,2019-11-04
STK11814,SHOP3069,MED2728,49,2019-08-02
STK11815,SHOP3068,MED2794,44,2023-03-30
STK11816,SHOP3106,MED2375,17,2021-12-17
STK11817,SHOP3054,MED2105,31,2024-09-30
STK11818,SHOP3092,MED2738,60,2020-05-19
STK11819,SHOP3148,MED2159,31,2021-10-12
STK11820,SHOP3078,MED2509,35,2020-03-13
STK11821,SHOP3090,MED2657,8,2019-06-07
STK11822,SHOP3060,MED2300,41,2023-12-25
STK11823,SHOP3069,MED2538,2,2024-09-28
STK11824,SHOP3008,MED2514,7,2023-04-16
STK11825,SHOP3013,MED2709,35,2020-07-16
STK11826,SHOP3068,MED2993,35,2019-04-16
STK11827,SHOP3120,MED2059,19,2024-09-18
STK11828,SHOP3117,MED2482,14,2024-09-05
STK11829,SHOP3038,MED2755,76,2024-01-05
STK11830,SHOP3047,MED2089,21,2020-02-05
STK11831,SHOP3128,MED2761,20,2020-12-19
STK11832,SHOP3070,MED2461,30,2024-02-04
STK11833,SHOP3004,MED2176,18,2022-04-15
STK11834,SHOP3068,MED2425,23,2019-10-28
STK11835,SHOP3119,MED2272,27,2020-09-16
STK11836,SHOP3126,MED2786,38,2024-03-29
STK11837,SHOP3002,MED2320,24,2021-11-18
STK11838,SHOP3014,MED2951,52,2024-03-01
STK11839,SHOP3104,MED2007,41,2021-01-18
STK11840,SHOP3076,MED2510,47,2020-02-21
STK11841,SHOP3103,MED2702,64,2020-09-15
STK11842,SHOP3131,MED2265,1,2021-09-12
STK11843,SHOP3100,MED2598,29,2024-08-08
STK11844,SHOP3136,MED2215,68,2020-11-25
STK11845,SHOP3045,MED2155,15,2023-07-29
STK11846,SHOP3065,MED2045,51,2019-07-26
STK11847,SHOP3085,MED2893,5,2023-07-28
STK11848,SHOP3149,MED2709,,2019-01-12
STK11849,SHOP3122,MED2170,63,2021-08-12
STK11850,SHOP3139,MED2709,1,2023-04-02
STK11851,SHOP3007,MED2376,40,2020-03-18
STK11852,SHOP3095,MED2257,,2019-07-25
STK11853,SHOP3132,MED2273,40,2024-05-30
STK11854,SHOP3044,MED2160,9,2020-01-11
STK11855,SHOP3112,MED2655,57,2024-09-05
STK11856,SHOP3118,MED2871,43,2019-09-12
STK11857,SHOP3042,MED2862,42,2023-03-28
STK11858,SHOP3027,MED2435,26,2025-01-15
STK11859,SHOP3023,MED2857,53,2020-04-03
STK11860,SHOP3004,MED2957,12,2021-10-15
STK11861,SHOP3001,MED2527,15,2020-06-27
STK11862,SHOP3148,MED2552,39,2024-01-05
STK11863,SHOP3134,MED2221,29,2022-07-02
STK11864,SHOP3060,MED2152,43,2021-02-18
STK11865,SHOP3035,MED2084,28,2019-04-24
STK11866,SHOP3016,MED2304,,2020-04-25
STK11867,SHOP3122,MED2716,,2019-12-19
STK11868,SHOP3107,MED2043,7,2024-10-21
STK11869,SHOP3044,MED2505,11,2024-02-01
STK11870,SHOP3086,MED2832,37,2025-03-12
STK11871,SHOP3116,MED2197,12,2020-05-08
STK11872,SHOP3133,MED2648,35,2020-05-28
STK11873,SHOP3056,MED2299,9,2019-12-16
STK11874,SHOP3127,MED2904,40,2024-05-23
STK11875,SHOP3130,MED2194,27,2023-04-01
STK11876,SHOP3109,MED2693,25,2021-05-14
STK11877,SHOP3126,MED2745,8,2025-07-18
STK11878,SHOP3112,MED2557,39,2023-01-21
STK11879,SHOP3107,MED2043,40,2025-05-02
STK11880,SHOP3049,MED2090,12,2023-07-26
STK11881,SHOP3066,MED2805,46,2021-12-18
STK11882,SHOP3000,MED2815,46,2019-12-25
STK11883,SHOP3105,MED2935,32,2025-01-28
STK11884,SHOP3121,MED2748,10,2023-03-28
STK11885,SHOP3089,MED2952,12,2023-10-09
STK11886,SHOP3086,MED2986,23,2025-05-01
STK11887,SHOP3019,MED2742,21,2022-06-24
STK11888,SHOP3073,MED2960,49,2021-04-27
STK11889,SHOP3084,MED2707,52,2021-05-26
STK11890,SHOP3011,MED2753,20,2025-01-07
STK11891,SHOP3090,MED2668,34,2021-01-13
STK11892,SHOP3089,MED2745,5,2024-09-17
STK11893,SHOP3130,MED2523,20,2021-06-17
STK11894,SHOP3105,MED2653,41,2023-10-24
STK11895,SHOP3135,MED2984,60,2019-10-25
STK11896,SHOP3038,MED2526,,2022-02-07
STK11897,SHOP3076,MED2997,51,2020-06-28
STK11898,SHOP3013,MED2388,13,2024-07-23
STK11899,SHOP3092,MED2037,45,2020-07-17
STK11900,SHOP3014,MED2302,29,2021-09-04
STK11901,SHOP3146,MED2322,1,2023-12-05
STK11902,SHOP3089,MED2882,40,2022-05-05
STK11903,SHOP3050,MED2668,27,2020-06-08
STK11904,SHOP3003,MED2073,26,2025-07-14
STK11905,SHOP3136,MED2171,40,2022-12-07
STK11906,SHOP3133,MED2642,27,2021-08-06
STK11907,SHOP3063,MED2260,25,2019-08-01
STK11908,SHOP3096,MED2940,9,2025-08-28
STK11909,SHOP3106,MED2938,8,2022-04-25
STK11910,SHOP3005,MED2258,25,2024-05-04
STK11911,SHOP3067,MED2209,17,2022-08-26
STK11912,SHOP3146,MED2890,28,2019-10-14
STK11913,SHOP3058,MED2491,,2019-07-21
STK11914,SHOP3070,MED2905,20,2020-01-02
STK11915,SHOP3045,MED2152,36,2019-10-16
STK11916,SHOP3086,MED2441,41,2019-05-04
STK11917,SHOP3037,MED2872,44,2022-12-15
STK11918,SHOP3131,MED2992,12,2023-03-07
STK11919,SHOP3116,MED2759,13,2024-10-30
STK11920,SHOP3149,MED2389,46,2020-12-26
STK11921,SHOP3081,MED2688,27,2020-07-16
STK11922,SHOP3042,MED2004,29,2023-09-07
STK11923,SHOP3065,MED2684,20,2019-07-10
STK11924,SHOP3093,MED2822,6,2022-09-30
STK11925,SHOP3135,MED2380,22,2022-12-28
STK11926,SHOP3145,MED2313,8,2024-05-29
STK11927,SHOP3148,MED2712,20,2020-11-21
STK11928,SHOP3023,MED2467,,2024-10-20
STK11929,SHOP3111,MED2098,38,2022-04-28
STK11930,SHOP3087,MED2090,37,2022-09-09
STK11931,SHOP3084,MED2498,23,2019-12-24
STK11932,SHOP3088,MED2365,28,2019-12-30
STK11933,SHOP3090,MED2431,44,2019-12-28
STK11934,SHOP3029,MED2086,20,2024-02-08
STK11935,SHOP3114,MED2892,19,2019-05-09
STK11936,SHOP3014,MED2396,12,2022-05-19
STK11937,SHOP3099,MED2621,18,2020-01-21
STK11938,SHOP3125,MED2839,35,2021-04-14
STK11939,SHOP3050,MED2859,26,2020-03-24
STK11940,SHOP3137,MED2875,,2025-04-06
STK11941,SHOP3045,MED2501,37,2021-07-07
STK11942,SHOP3138,MED2374,23,2021-05-11
STK11943,SHOP3067,MED2961,7,2019-12-27
STK11944,SHOP3097,MED2885,20,2025-03-31
STK11945,SHOP3009,MED2748,22,2024-08-18
STK11946,SHOP3095,MED2691,37,2025-01-10
STK11947,SHOP3095,MED2434,40,2024-11-25
STK11948,SHOP3037,MED2098,25,2021-10-31
STK11949,SHOP3113,MED2253,39,2023-01-17
STK11950,SHOP3023,MED2222,0,2025-05-21
STK11951,SHOP3095,MED2450,14,2025-07-01
STK11952,SHOP3011,MED2239,16,2025-02-28
STK11953,SHOP3036,MED2007,28,2024-05-09
STK11954,SHOP3000,MED2088,26,2021-08-12
STK11955,SHOP3139,MED2372,56,2022-01-01
STK11956,SHOP3043,MED2918,54,2019-08-07
STK11957,SHOP3130,MED2194,15,2024-03-31
STK11958,SHOP3090,MED2953,26,2025-05-06
STK11959,SHOP3045,MED2104,44,2025-08-13
STK11960,SHOP3086,MED2777,10,2019-11-17
STK11961,SHOP3001,MED2996,33,2023-07-05
STK11962,SHOP3099,MED2412,,2024-03-30
STK11963,SHOP3026,MED2877,17,2020-07-16
STK11964,SHOP3027,MED2145,,2024-11-24
STK11965,SHOP3021,MED2616,30,2025-05-05
STK11966,SHOP3039,MED2337,38,2022-12-18
STK11967,SHOP3098,MED2116,43,2020-05-12
STK11968,SHOP3032,MED2868,22,2019-02-04
STK11969,SHOP3101,MED2816,32,2023-06-18
STK11970,SHOP3004,MED2636,25,2019-06-04
STK11971,SHOP3059,MED2373,10,2019-09-28
STK11972,SHOP3124,MED2127,28,2019-08-16
STK11973,SHOP3092,MED2330,54,2024-07-03
STK11974,SHOP3061,MED2396,37,2023-07-23
STK11975,SHOP3142,MED2972,48,2023-02-26
STK11976,SHOP3053,MED2234,23,2021-06-10
STK11977,SHOP3139,MED2511,20,2019-01-15
STK11978,SHOP3145,MED2706,44,2020-02-26
STK11979,SHOP3066,MED2047,26,2019-04-24
STK11980,SHOP3023,MED2515,14,2021-11-27
STK11981,SHOP3062,MED2656,16,2025-07-27
STK11982,SHOP3144,MED2432,31,2019-10-25
STK11983,SHOP3001,MED2900,13,2022-09-20
STK11984,SHOP3026,MED2609,9,2020-01-30
STK11985,SHOP3006,MED2914,31,2024-03-23
STK11986,SHOP3033,MED2310,20,2019-01-07
STK11987,SHOP3042,MED2357,56,2024-12-02
STK11988,SHOP3143,MED2031,43,2020-11-09
STK11989,SHOP3100,MED2945,30,2024-02-12
STK11990,SHOP3127,MED2230,18,2020-02-23
STK11991,SHOP3072,MED2422,53,2021-10-05
STK11992,SHOP3025,MED2485,35,2024-01-18
STK11993,SHOP3120,MED2344,22,2022-02-17
STK11994,SHOP3100,MED2626,42,2023-04-23
STK11995,SHOP3011,MED2108,22,2022-03-20
STK11996,SHOP3017,MED2026,18,2019-05-03
STK11997,SHOP3082,MED2670,12,2019-09-09
STK11998,SHOP3108,MED2212,,2021-05-26
STK11999,SHOP3000,MED2910,28,2024-03-14
STK12000,SHOP3019,MED2916,22,2023-01-07
STK12001,SHOP3141,MED2529,29,2021-02-27
STK12002,SHOP3027,MED2544,29,2025-05-06
STK12003,SHOP3086,MED2823,,2022-06-20
STK12004,SHOP3112,MED2502,26,2023-05-13
STK12005,SHOP3035,MED2674,54,2022-08-09
STK12006,SHOP3145,MED2150,26,2023-05-08
STK12007,SHOP3010,MED2121,68,2025-03-04
STK12008,SHOP3020,MED2022,2,2025-09-01
STK12009,SHOP3076,MED2557,31,2020-09-02
STK12010,SHOP3078,MED2494,22,2024-04-29
STK12011,SHOP3029,MED2823,48,2019-10-18
STK12012,SHOP3019,MED2729,47,2019-12-17
STK12013,SHOP3007,MED2703,46,2019-08-18
STK12014,SHOP3146,MED2970,17,2025-08-13
STK12015,SHOP3009,MED2084,57,2023-09-25
STK12016,SHOP3015,MED2393,22,2025-02-22
STK12017,SHOP3050,MED2788,44,2020-07-26
STK12018,SHOP3143,MED2760,0,2024-09-15
STK12019,SHOP3047,MED2834,51,2019-09-21
STK12020,SHOP3040,MED2815,,2020-09-06
STK12021,SHOP3112,MED2050,24,2019-05-28
STK12022,SHOP3044,MED2796,3,2020-06-23
STK12023,SHOP3125,MED2388,23,2019-08-13
STK12024,SHOP3053,MED2795,41,2021-08-07
STK12025,SHOP3089,MED2936,,2025-04-28
STK12026,SHOP3100,MED2916,25,2025-03-10
STK12027,SHOP3130,MED2263,29,2020-11-17
STK12028,SHOP3064,MED2091,25,2024-11-08
STK12029,SHOP3132,MED2315,10,2023-11-05
STK12030,SHOP3054,MED2671,1,2023-04-24
STK12031,SHOP3112,MED2735,28,2019-11-26
STK12032,SHOP3145,MED2338,23,2020-05-26
STK12033,SHOP3077,MED2717,19,2020-07-26
STK12034,SHOP3077,MED2525,24,2022-11-07
STK12035,SHOP3066,MED2907,34,2024-08-03
STK12036,SHOP3020,MED2150,41,2022-08-29
STK12037,SHOP3148,MED2324,14,2020-03-06
STK12038,SHOP3126,MED2229,63,2023-06-17
STK12039,SHOP3143,MED2773,61,2022-12-25
STK12040,SHOP3086,MED2527,35,2019-02-13
STK12041,SHOP3005,MED2345,17,2025-04-04
STK12042,SHOP3086,MED2408,25,2020-05-24
STK12043,SHOP3110,MED2217,2,2019-01-17
STK12044,SHOP3000,MED2778,20,2020-02-21
STK12045,SHOP3027,MED2050,9,2023-11-14
STK12046,SHOP3080,MED2268,29,2020-08-01
STK12047,SHOP3036,MED2707,35,2022-10-01
STK12048,SHOP3046,MED2546,44,2024-11-11
STK12049,SHOP3078,MED2035,50,2021-09-15
STK12050,SHOP3099,MED2647,10,2023-08-11
STK12051,SHOP3090,MED2462,22,2019-08-13
STK12052,SHOP3025,MED2418,41,2020-04-21
STK12053,SHOP3080,MED2052,46,2023-07-31
STK12054,SHOP3067,MED2942,3,2024-03-05
STK12055,SHOP3010,MED2608,33,2024-06-01
STK12056,SHOP3135,MED2114,19,2024-10-02
STK12057,SHOP3098,MED2120,30,2022-09-08
STK12058,SHOP3031,MED2425,10,2024-05-13
STK12059,SHOP3081,MED2091,28,2020-03-12
STK12060,SHOP3067,MED2893,48,2023-04-24
STK12061,SHOP3145,MED2344,21,2023-08-06
STK12062,SHOP3145,MED2572,30,2024-03-11
STK12063,SHOP3149,MED2725,22,2023-06-16
STK12064,SHOP3067,MED2007,14,2024-03-21
STK12065,SHOP3075,MED2343,21,2023-09-30
STK12066,SHOP3109,MED2825,,2024-01-22
STK12067,SHOP3129,MED2023,46,2024-08-18
STK12068,SHOP3107,MED2775,27,2020-06-16
STK12069,SHOP3026,MED2931,21,2019-11-23
STK12070,SHOP3042,MED2769,67,2025-06-04
STK12071,SHOP3077,MED2088,20,2021-02-19
STK12072,SHOP3123,MED2433,24,2020-03-08
STK12073,SHOP3013,MED2692,40,2019-07-01
STK12074,SHOP3026,MED2411,20,2020-08-06
STK12075,SHOP3031,MED2063,13,2022-08-06
STK12076,SHOP3138,MED2959,29,2025-05-12
STK12077,SHOP3049,MED2347,21,2022-11-27
STK12078,SHOP3042,MED2564,62,2022-09-26
STK12079,SHOP3004,MED2282,16,2021-07-06
STK12080,SHOP3102,MED2507,,2021-08-19
STK12081,SHOP3096,MED2479,39,2024-07-28
STK12082,SHOP3073,MED2661,24,2019-02-08
STK12083,SHOP3067,MED2278,60,2020-03-08
